id,num_rooms,location_quality,star_rating,review_score,occupancy_rate,amenities_score,business_facilities,leisure_facilities,distance_to_city_center,average_daily_rate,city,hotel_chain,month,season,number_of_bookings,revPAR,average_length_of_stay,competitors_average_price,transport_accessibility_score,customer_satisfaction_index,cancellation_rate
1611,99,Excellent,1,2.52,37.83,4,1,0,3.27,87.44,San Francisco,Hilton,3,Spring,72,33.07,1.13,69.75,9.39,96.83,0.05
1612,89,Good,1,3.98,54.05,2,1,1,9.26,91.74,New York,InterContinental,1,Winter,52,49.59,2.17,125.11,5.86,99.23,0.09
1613,142,Good,3,2.37,53.85,3,1,1,4.24,102.16,New York,Hilton,6,Summer,63,55.02,3.95,110.42,3.32,92.52,0.04
1614,199,Excellent,1,4.56,56.86,4,1,0,6.22,81.97,Miami,InterContinental,8,Summer,61,46.61,2.65,105.46,5.90,73.50,0.03
1615,146,Average,2,4.94,40.39,4,1,1,3.76,89.53,San Francisco,Marriott,5,Spring,60,36.16,2.53,128.81,4.86,74.70,0.11
1616,127,Good,4,3.57,68.73,5,1,1,8.74,124.15,New York,Hilton,3,Spring,61,85.33,2.81,104.36,6.31,76.09,0.00
1617,53,Good,4,1.84,56.31,5,0,0,7.73,89.75,New York,Sheraton,10,Fall,60,50.54,3.17,118.10,1.36,93.55,0.03
1618,117,Good,4,2.81,87.13,2,1,1,4.27,127.62,Miami,Hyatt,10,Fall,82,111.20,2.79,144.05,8.80,99.64,0.12
1619,187,Poor,3,3.82,54.05,1,1,0,7.62,81.92,San Francisco,Hyatt,2,Winter,65,44.28,4.14,75.25,9.56,81.27,0.07
1620,98,Good,3,2.43,60.89,5,0,0,5.41,93.06,Miami,Hyatt,2,Winter,64,56.66,1.25,88.85,3.10,80.95,0.03
1621,92,Average,4,4.52,72.57,2,1,0,5.35,105.28,San Francisco,Marriott,5,Spring,56,76.40,1.95,106.94,6.34,70.35,0.08
1622,180,Good,3,1.60,71.06,3,1,1,2.56,100.20,San Francisco,Sheraton,8,Summer,52,71.20,4.09,103.21,3.06,91.17,0.16
1623,134,Excellent,4,3.99,78.05,5,0,1,4.94,136.94,New York,Hilton,4,Spring,58,106.89,3.19,126.49,4.25,83.42,0.01
1624,94,Average,5,4.63,32.74,3,0,1,3.28,95.61,Miami,InterContinental,11,Fall,68,31.30,3.17,119.16,4.04,91.51,0.17
1625,167,Good,4,4.96,59.19,5,0,0,7.86,101.08,Los Angeles,Marriott,4,Spring,70,59.83,4.18,107.53,8.32,85.53,0.05
1626,49,Average,4,3.89,66.59,3,1,0,3.07,94.75,Los Angeles,InterContinental,10,Fall,60,63.09,2.60,102.94,2.73,87.79,0.08
1627,138,Good,3,1.15,61.26,1,1,0,4.82,88.76,San Francisco,Hyatt,11,Fall,64,54.38,2.38,81.43,9.09,85.16,0.05
1628,258,Average,3,1.61,59.20,5,0,0,8.87,76.13,San Francisco,Hyatt,1,Winter,70,45.07,3.26,38.82,6.62,78.23,0.14
1629,124,Excellent,4,2.61,73.46,5,1,0,5.32,104.69,New York,Marriott,3,Spring,62,76.91,1.46,103.64,2.77,73.28,0.00
1630,113,Average,4,2.42,67.37,3,1,1,3.19,113.10,San Francisco,Hyatt,2,Winter,62,76.20,3.67,90.37,9.58,86.31,0.10
1631,194,Excellent,3,4.34,75.75,2,1,0,5.69,80.86,Miami,InterContinental,9,Fall,55,61.25,3.39,64.11,4.06,83.15,0.08
1632,114,Good,3,1.48,82.15,2,1,0,0.96,99.65,Los Angeles,Sheraton,11,Fall,55,81.87,2.92,81.93,4.01,87.59,0.09
1633,151,Good,5,1.68,50.90,1,1,0,6.52,84.70,Miami,Hyatt,1,Winter,59,43.11,3.42,116.89,9.21,91.52,0.02
1634,230,Good,3,1.73,62.89,2,1,0,4.59,97.01,San Francisco,Hyatt,10,Fall,65,61.01,2.25,100.33,4.55,98.03,0.10
1635,146,Good,4,2.42,68.49,3,0,0,4.47,99.29,Los Angeles,InterContinental,4,Spring,66,68.00,1.92,93.97,4.39,87.86,0.12
1636,52,Good,3,3.29,68.22,2,1,0,6.51,82.40,Los Angeles,Marriott,7,Summer,61,56.21,3.90,84.07,8.41,96.60,0.00
1637,174,Average,3,3.50,89.52,2,1,1,5.40,113.17,New York,InterContinental,12,Winter,59,101.31,3.02,106.71,5.82,77.89,0.05
1638,165,Good,2,3.05,44.54,1,1,1,4.50,100.51,Chicago,Hyatt,4,Spring,53,44.77,3.27,95.74,5.10,77.08,0.16
1639,89,Excellent,3,3.83,50.61,3,1,1,6.15,104.32,Chicago,Hyatt,9,Fall,75,52.80,1.74,122.98,2.06,81.07,0.16
1640,95,Poor,3,2.24,39.58,2,1,1,4.42,115.93,San Francisco,Sheraton,3,Spring,57,45.88,2.50,129.90,4.40,87.92,0.09
1641,146,Good,5,4.05,63.33,5,1,1,3.86,117.39,Los Angeles,Marriott,10,Fall,60,74.34,4.29,106.98,7.40,80.31,0.12
1642,63,Good,4,2.48,100.00,5,0,0,5.03,94.56,Chicago,Marriott,2,Winter,56,94.56,2.82,133.38,7.21,97.83,0.19
1643,130,Good,4,1.79,62.81,4,1,1,1.51,97.44,Chicago,Marriott,5,Spring,57,61.20,3.41,113.17,9.90,91.77,0.08
1644,107,Excellent,5,3.75,66.31,4,0,1,5.43,104.18,New York,Hilton,5,Spring,69,69.08,3.78,56.60,1.75,73.73,0.16
1645,84,Excellent,3,2.58,24.95,5,0,1,5.06,95.64,Miami,InterContinental,9,Fall,63,23.86,4.05,98.43,4.58,91.18,0.17
1646,229,Average,3,1.96,100.00,5,0,1,3.89,134.57,Chicago,Sheraton,5,Spring,57,134.57,3.92,155.18,3.10,79.46,0.16
1647,53,Average,2,4.59,52.46,4,1,0,7.99,98.45,Miami,Hyatt,4,Spring,63,51.64,4.22,92.79,3.64,86.56,0.13
1648,120,Excellent,3,4.05,33.86,3,0,1,5.03,70.76,Chicago,Hyatt,3,Spring,58,23.96,2.37,61.41,7.11,97.25,0.17
1649,48,Good,5,1.81,32.27,2,0,1,4.44,94.29,Los Angeles,Hilton,12,Winter,56,30.42,1.79,72.32,6.13,98.02,0.04
1650,38,Good,4,3.02,89.46,2,1,1,4.64,95.76,Los Angeles,Sheraton,1,Winter,49,85.67,2.86,135.79,9.64,84.06,0.16
1651,114,Good,4,4.70,52.90,2,1,1,4.34,73.57,Los Angeles,Hilton,6,Summer,54,38.91,1.82,28.06,7.39,87.41,0.00
1652,143,Good,4,3.85,61.94,3,1,1,8.33,116.59,Miami,InterContinental,3,Spring,49,72.21,1.70,124.98,3.80,98.00,0.03
1653,169,Poor,1,2.46,72.39,3,0,0,1.20,73.42,Los Angeles,Marriott,10,Fall,56,53.15,2.56,44.18,7.48,76.89,0.20
1654,45,Excellent,3,2.16,89.49,1,1,0,4.92,102.18,Los Angeles,Hyatt,7,Summer,58,91.44,2.87,137.64,3.13,79.13,0.16
1655,96,Excellent,3,2.14,71.35,5,1,0,5.46,87.55,San Francisco,Marriott,5,Spring,49,62.47,1.00,63.94,9.74,99.21,0.16
1656,141,Excellent,4,3.87,61.55,5,0,0,7.21,97.86,San Francisco,InterContinental,12,Winter,57,60.23,2.29,110.02,3.58,85.31,0.17
1657,167,Average,3,2.30,42.89,3,0,0,6.31,79.64,Chicago,Hyatt,4,Spring,59,34.16,2.07,102.84,7.15,86.60,0.11
1658,91,Average,4,4.08,61.49,1,1,0,3.34,85.57,Los Angeles,Hyatt,7,Summer,56,52.61,3.03,83.02,7.85,85.13,0.04
1659,109,Average,4,1.59,81.07,3,1,0,6.93,97.78,Los Angeles,Marriott,7,Summer,57,79.27,3.40,118.71,5.22,99.68,0.18
1660,66,Good,3,1.45,69.39,2,1,0,9.10,87.31,Miami,Marriott,7,Summer,49,60.59,4.46,111.52,1.46,96.00,0.12
1661,93,Poor,4,3.79,58.34,1,1,1,3.17,103.54,San Francisco,InterContinental,10,Fall,61,60.40,2.77,110.08,9.68,93.10,0.14
1662,110,Good,4,4.01,55.85,4,1,1,7.69,113.64,San Francisco,Hyatt,10,Fall,60,63.47,4.65,116.26,9.14,90.11,0.06
1663,129,Excellent,2,4.63,74.67,4,0,0,4.35,111.40,San Francisco,Marriott,8,Summer,50,83.18,2.69,141.10,7.91,99.57,0.01
1664,107,Average,4,4.04,67.28,3,0,0,5.35,84.90,New York,Sheraton,11,Fall,54,57.12,1.92,78.26,4.42,87.14,0.02
1665,124,Average,4,1.02,47.75,4,1,1,2.81,98.14,New York,Marriott,7,Summer,60,46.87,2.50,80.90,1.07,95.17,0.11
1666,159,Poor,3,1.43,93.50,1,1,1,7.10,112.60,New York,Sheraton,5,Spring,58,105.27,1.00,133.57,5.00,93.92,0.18
1667,41,Good,3,3.46,53.80,1,1,0,1.83,96.63,San Francisco,Hyatt,5,Spring,61,51.99,2.52,114.46,5.72,71.11,0.00
1668,98,Good,4,3.79,61.17,1,1,1,6.21,102.90,Miami,InterContinental,2,Winter,42,62.94,1.68,105.24,8.86,92.78,0.04
1669,169,Good,4,2.17,54.07,2,0,1,3.47,109.08,Chicago,Marriott,1,Winter,69,58.97,1.89,107.08,9.91,73.55,0.11
1670,107,Good,4,3.35,74.92,1,1,0,4.51,97.12,Los Angeles,InterContinental,8,Summer,48,72.77,3.97,107.27,2.71,70.73,0.12
1671,55,Good,4,2.74,51.68,5,1,0,0.74,82.76,Los Angeles,Hyatt,11,Fall,63,42.77,3.55,59.13,3.67,96.45,0.02
1672,96,Good,2,1.84,53.81,1,0,0,6.22,54.23,Miami,Sheraton,10,Fall,59,29.18,1.91,45.76,7.65,85.99,0.05
1673,141,Average,3,3.35,58.70,2,0,1,5.56,102.71,Miami,Marriott,10,Fall,76,60.29,3.46,81.21,9.84,78.25,0.14
1674,149,Excellent,3,4.87,58.47,3,1,1,3.67,107.79,New York,Hyatt,12,Winter,67,63.03,5.06,78.05,1.31,99.55,0.08
1675,128,Average,4,1.58,72.19,3,1,0,2.61,101.13,San Francisco,Sheraton,10,Fall,63,73.00,2.40,140.03,4.86,77.12,0.19
1676,159,Excellent,2,4.10,57.27,2,1,0,7.30,99.94,New York,Sheraton,1,Winter,68,57.24,2.09,108.10,6.44,80.82,0.11
1677,138,Average,3,1.94,100.00,2,1,1,6.31,108.96,Los Angeles,InterContinental,8,Summer,71,108.96,3.28,151.06,8.34,73.05,0.17
1678,149,Good,4,1.40,47.38,2,0,0,3.42,87.19,Miami,Sheraton,12,Winter,57,41.31,2.64,103.27,8.77,93.16,0.14
1679,95,Average,5,4.07,70.06,4,1,0,3.54,107.80,Miami,Hyatt,5,Spring,78,75.52,3.21,81.49,7.73,80.98,0.00
1680,164,Excellent,2,4.31,97.90,1,1,0,3.49,104.27,Miami,Marriott,7,Summer,52,102.08,3.39,88.95,2.90,74.43,0.18
1681,116,Average,4,3.15,69.23,5,0,1,1.49,83.91,Los Angeles,Sheraton,12,Winter,57,58.09,2.90,78.49,2.81,94.36,0.07
1682,137,Good,5,3.35,73.84,1,0,1,6.84,110.88,Miami,Sheraton,11,Fall,55,81.88,2.93,114.20,9.62,99.13,0.18
1683,141,Good,2,2.17,87.72,5,1,1,4.72,112.78,San Francisco,Sheraton,4,Spring,54,98.93,1.50,133.58,3.78,84.10,0.01
1684,129,Average,2,3.25,26.25,2,1,1,3.59,104.55,Miami,Hilton,1,Winter,66,27.45,2.38,94.77,3.75,72.13,0.02
1685,195,Average,4,4.80,33.94,4,1,1,6.27,92.99,Los Angeles,InterContinental,8,Summer,68,31.56,2.41,106.75,6.86,81.91,0.04
1686,128,Good,1,3.04,50.65,5,1,1,3.94,116.32,Chicago,Hilton,6,Summer,62,58.92,2.12,116.04,7.31,95.61,0.01
1687,78,Excellent,4,3.49,0.00,2,1,1,3.06,126.06,San Francisco,Sheraton,2,Winter,47,0.00,3.62,149.42,4.43,78.83,0.15
1688,79,Average,4,4.04,40.01,2,1,0,7.42,78.82,Los Angeles,Hilton,9,Fall,49,31.54,3.07,49.22,8.63,99.23,0.09
1689,139,Average,3,4.01,6.33,2,1,0,6.40,83.05,New York,Sheraton,3,Spring,50,5.25,4.64,70.85,7.29,95.73,0.18
1690,89,Average,2,2.95,38.08,2,1,0,5.73,90.11,San Francisco,Sheraton,12,Winter,66,34.32,3.70,129.79,2.34,78.63,0.04
1691,70,Average,3,2.22,27.37,1,1,0,5.50,85.56,Los Angeles,Sheraton,4,Spring,66,23.42,3.58,66.35,9.49,90.45,0.07
1692,209,Good,4,2.44,70.33,2,0,1,2.52,87.46,Los Angeles,Hilton,4,Spring,62,61.51,2.18,110.79,8.23,79.54,0.20
1693,123,Poor,4,4.52,58.94,4,1,0,7.65,69.85,Los Angeles,Sheraton,11,Fall,68,41.17,3.94,57.74,6.84,89.97,0.02
1694,130,Excellent,2,1.41,56.40,4,0,0,2.10,65.90,New York,Sheraton,10,Fall,65,37.16,3.67,84.99,5.37,86.35,0.07
1695,91,Good,3,1.72,54.73,3,0,0,4.19,77.97,San Francisco,Marriott,9,Fall,63,42.67,3.89,94.56,6.83,89.02,0.17
1696,125,Good,2,1.06,35.73,2,1,1,3.98,105.78,New York,InterContinental,6,Summer,58,37.79,1.00,153.47,5.12,88.96,0.18
1697,119,Good,2,3.54,40.38,4,0,1,3.12,100.77,New York,Hilton,11,Fall,53,40.70,2.35,93.36,7.69,74.31,0.15
1698,127,Average,2,3.26,78.97,1,1,1,6.89,107.69,Miami,Hilton,11,Fall,54,85.04,2.04,92.04,6.94,96.21,0.05
1699,167,Good,2,3.82,63.90,5,1,0,5.34,90.27,Los Angeles,Sheraton,11,Fall,55,57.68,2.18,93.10,2.52,89.93,0.07
1700,141,Average,3,4.82,63.97,4,0,0,7.44,77.44,Miami,Hilton,9,Fall,69,49.54,4.33,63.87,1.07,73.24,0.09
1701,89,Good,3,1.32,82.49,1,1,0,6.49,105.85,New York,Marriott,3,Spring,63,87.32,3.49,121.37,1.81,89.88,0.14
1702,163,Average,2,2.82,67.74,3,1,1,8.34,106.35,Miami,InterContinental,2,Winter,66,72.04,2.64,123.82,6.73,95.42,0.02
1703,80,Good,5,4.36,51.47,5,0,0,5.92,83.65,San Francisco,Sheraton,3,Spring,66,43.06,3.59,66.74,5.65,90.25,0.03
1704,111,Good,2,3.12,55.43,3,1,1,5.62,102.00,San Francisco,Hyatt,10,Fall,50,56.54,2.82,135.28,6.89,91.93,0.11
1705,111,Good,4,2.13,21.71,5,0,1,6.46,78.85,New York,Hilton,7,Summer,77,17.12,2.37,89.01,2.96,93.54,0.13
1706,223,Good,3,2.71,37.84,2,1,1,5.20,117.51,Los Angeles,InterContinental,6,Summer,54,44.47,2.53,150.09,9.91,89.33,0.17
1707,133,Good,2,1.10,57.44,4,1,1,2.44,105.17,Miami,Marriott,3,Spring,50,60.41,5.38,89.05,8.67,70.23,0.15
1708,142,Good,3,3.84,89.27,2,1,1,4.33,122.21,San Francisco,Marriott,12,Winter,61,109.10,1.18,97.46,5.33,79.02,0.03
1709,82,Average,3,1.34,70.23,5,1,1,4.30,91.24,San Francisco,Marriott,7,Summer,49,64.08,3.57,120.31,8.57,84.32,0.16
1710,116,Average,3,2.77,42.24,4,1,0,6.17,88.14,New York,Marriott,1,Winter,57,37.23,4.71,64.23,4.45,88.83,0.13
1711,201,Poor,4,4.34,41.22,5,1,1,0.32,85.21,New York,Marriott,5,Spring,48,35.12,2.01,93.52,1.91,95.89,0.07
1712,127,Excellent,1,4.09,73.30,5,0,1,5.45,97.88,New York,Marriott,2,Winter,62,71.75,4.26,131.89,8.76,94.95,0.08
1713,194,Good,2,4.88,75.65,4,1,1,4.13,92.89,Miami,Sheraton,12,Winter,54,70.28,4.01,106.17,3.23,83.75,0.15
1714,67,Excellent,5,3.89,44.32,1,1,0,3.88,116.25,New York,Hyatt,4,Spring,69,51.52,2.04,96.61,1.19,94.25,0.15
1715,148,Average,3,2.04,45.50,3,1,1,8.12,102.14,Miami,Hilton,9,Fall,58,46.47,2.09,92.74,8.66,97.92,0.19
1716,133,Average,1,2.43,45.60,2,1,1,2.24,81.76,Miami,InterContinental,1,Winter,70,37.29,2.43,52.27,4.72,84.27,0.18
1717,46,Good,3,4.95,30.42,5,0,1,5.39,91.64,Chicago,Hilton,7,Summer,70,27.88,2.95,100.14,5.82,95.80,0.19
1718,186,Average,4,1.84,64.07,3,1,0,5.40,98.20,San Francisco,Sheraton,8,Summer,57,62.91,3.42,99.25,8.36,93.52,0.12
1719,188,Average,3,2.36,58.24,3,1,1,3.17,116.89,San Francisco,InterContinental,9,Fall,55,68.07,2.94,119.57,6.91,99.76,0.16
1720,31,Average,4,1.40,74.42,3,1,1,5.36,112.60,New York,Marriott,11,Fall,61,83.80,3.04,109.33,4.54,84.98,0.06
1721,153,Good,4,2.59,37.55,4,1,1,4.39,108.99,Chicago,Sheraton,4,Spring,54,40.93,3.20,101.43,3.24,80.89,0.14
1722,219,Average,3,1.06,55.59,2,1,1,3.41,93.70,San Francisco,Hilton,1,Winter,65,52.09,4.70,87.25,3.50,88.46,0.17
1723,123,Poor,2,4.37,39.75,3,1,0,5.27,88.18,Miami,Marriott,12,Winter,62,35.06,3.60,61.12,1.88,72.97,0.11
1724,195,Average,3,4.05,72.74,4,1,1,4.36,100.26,Chicago,InterContinental,8,Summer,57,72.92,3.03,85.64,1.49,87.61,0.09
1725,236,Good,3,4.60,29.48,5,0,0,7.02,80.89,Miami,Hyatt,3,Spring,68,23.85,1.83,96.66,3.28,90.88,0.13
1726,193,Excellent,5,1.46,32.45,5,1,0,6.10,89.34,Chicago,InterContinental,11,Fall,60,28.99,3.11,97.35,2.85,92.33,0.16
1727,139,Average,3,2.59,64.78,2,1,0,4.42,101.10,San Francisco,Marriott,5,Spring,54,65.49,4.61,136.77,3.76,78.84,0.12
1728,128,Average,4,4.99,63.84,4,1,0,5.36,91.50,Chicago,Hyatt,11,Fall,57,58.41,4.28,80.25,8.99,73.31,0.06
1729,168,Good,5,3.67,59.87,5,1,1,4.73,100.91,San Francisco,Hilton,2,Winter,58,60.42,3.59,125.50,7.10,94.83,0.16
1730,189,Excellent,2,2.24,48.37,4,0,0,3.09,73.81,New York,Marriott,5,Spring,59,35.70,3.16,107.11,6.47,89.88,0.04
1731,98,Good,3,2.75,27.48,1,1,1,1.85,108.49,San Francisco,Sheraton,8,Summer,58,29.81,2.12,109.82,2.05,80.91,0.17
1732,134,Average,3,2.82,45.45,2,1,0,5.00,94.44,New York,InterContinental,10,Fall,59,42.93,2.83,91.69,4.27,88.37,0.17
1733,51,Good,2,1.64,30.45,2,1,1,7.39,101.05,Los Angeles,InterContinental,4,Spring,51,30.77,3.01,123.61,2.13,76.67,0.15
1734,128,Good,3,1.07,71.70,3,0,0,5.61,83.31,Los Angeles,Marriott,4,Spring,40,59.73,2.22,107.53,3.61,82.86,0.10
1735,120,Good,5,2.73,62.49,3,1,1,3.67,109.75,Miami,Hilton,10,Fall,66,68.59,2.74,106.56,5.02,89.24,0.19
1736,82,Good,3,4.00,76.34,3,0,1,4.06,96.89,Los Angeles,Marriott,7,Summer,59,73.97,1.77,96.66,3.35,78.72,0.08
1737,87,Excellent,2,2.26,39.78,1,1,1,7.71,118.01,Los Angeles,Hilton,7,Summer,54,46.94,2.05,154.13,8.29,86.08,0.14
1738,120,Good,3,1.65,48.04,3,0,0,5.97,72.23,Los Angeles,Hyatt,10,Fall,57,34.70,3.33,77.87,7.04,80.44,0.01
1739,109,Excellent,4,3.02,47.06,3,1,0,4.68,103.86,New York,Hyatt,5,Spring,57,48.87,1.11,87.74,3.01,72.34,0.13
1740,122,Good,3,3.83,65.99,2,0,1,1.64,120.61,Chicago,Hilton,3,Spring,60,79.59,3.26,130.28,1.42,95.25,0.15
1741,151,Good,4,2.43,47.18,2,1,0,4.03,83.36,New York,InterContinental,10,Fall,64,39.33,2.53,97.50,2.40,80.59,0.12
1742,138,Average,3,4.26,61.62,3,1,0,6.43,101.34,San Francisco,Marriott,10,Fall,58,62.45,1.85,99.57,1.96,76.43,0.16
1743,168,Average,2,3.58,67.28,3,1,1,1.73,115.47,San Francisco,InterContinental,7,Summer,56,77.69,3.94,120.62,5.12,91.05,0.16
1744,201,Excellent,4,4.82,34.18,1,0,0,5.62,85.83,New York,Hilton,9,Fall,67,29.34,1.71,66.56,4.86,83.05,0.19
1745,89,Good,2,4.58,69.21,2,0,1,7.59,84.30,Miami,Hyatt,1,Winter,65,58.35,3.54,92.71,7.20,74.24,0.09
1746,164,Average,5,3.20,51.10,3,1,0,6.70,102.74,New York,Marriott,10,Fall,56,52.49,2.91,89.88,8.78,76.71,0.14
1747,198,Poor,2,3.28,48.04,1,0,1,2.35,84.76,San Francisco,Hilton,8,Summer,60,40.72,2.32,96.24,5.13,80.02,0.15
1748,162,Good,2,3.18,41.79,3,1,1,2.23,82.26,Miami,Hilton,4,Spring,57,34.38,2.23,92.28,3.63,99.74,0.08
1749,103,Good,4,3.48,42.80,4,1,1,6.37,121.96,Miami,InterContinental,7,Summer,62,52.19,4.00,101.19,3.93,98.46,0.15
1750,134,Good,5,1.50,86.68,4,1,0,7.48,107.42,Los Angeles,Hyatt,7,Summer,53,93.12,2.83,130.14,7.72,99.44,0.04
1751,117,Excellent,4,3.93,96.22,2,1,0,2.70,96.62,New York,Hyatt,8,Summer,54,92.97,3.14,70.17,7.17,83.60,0.18
1752,231,Average,5,4.05,61.89,5,0,1,6.99,111.72,Chicago,Hyatt,12,Winter,70,69.15,2.42,109.89,5.88,80.43,0.18
1753,210,Good,3,4.21,45.67,3,0,1,6.04,82.01,New York,Hyatt,9,Fall,47,37.45,4.31,81.42,6.68,81.09,0.15
1754,58,Average,4,3.54,63.13,1,1,1,9.73,102.32,Los Angeles,Marriott,12,Winter,56,64.60,2.15,61.69,5.24,86.90,0.05
1755,105,Excellent,1,1.06,84.13,4,1,1,2.69,114.48,Chicago,InterContinental,4,Spring,63,96.32,3.08,131.92,3.08,80.02,0.16
1756,85,Good,4,1.63,52.23,3,1,1,3.26,114.01,Los Angeles,Marriott,10,Fall,60,59.55,3.90,127.06,8.18,74.26,0.09
1757,105,Average,3,2.89,65.89,4,1,1,7.53,100.69,Miami,InterContinental,1,Winter,62,66.35,2.10,101.19,2.10,99.15,0.02
1758,118,Good,4,4.43,35.97,4,1,0,1.94,93.56,New York,Hyatt,9,Fall,61,33.65,4.72,87.01,2.91,81.16,0.05
1759,146,Excellent,4,4.99,50.69,1,0,1,1.60,104.13,Chicago,Sheraton,4,Spring,49,52.78,4.02,96.38,2.46,80.17,0.16
1760,186,Poor,2,3.99,93.80,2,1,0,3.39,92.94,Los Angeles,Sheraton,8,Summer,64,87.18,3.31,89.75,2.17,97.21,0.03
1761,92,Poor,2,1.98,36.81,4,0,1,4.65,73.62,Los Angeles,InterContinental,3,Spring,61,27.10,3.07,91.75,1.13,73.12,0.09
1762,188,Good,4,2.29,52.52,2,1,1,5.52,120.10,New York,Hilton,7,Summer,50,63.08,3.27,152.06,4.71,73.98,0.11
1763,125,Average,2,4.50,51.11,3,1,1,7.18,109.71,New York,InterContinental,11,Fall,61,56.08,3.03,124.59,9.60,87.11,0.06
1764,155,Average,2,1.30,69.94,4,1,1,4.65,89.23,Miami,Marriott,3,Spring,67,62.41,3.03,99.71,5.96,78.26,0.15
1765,57,Excellent,2,1.67,35.45,4,0,1,4.33,95.08,Los Angeles,Hyatt,7,Summer,68,33.70,3.84,75.95,4.14,93.38,0.14
1766,114,Average,4,1.54,73.79,4,1,0,4.33,109.04,Miami,Marriott,6,Summer,65,80.46,2.57,90.27,5.54,82.14,0.07
1767,210,Poor,1,2.93,97.95,1,1,1,6.90,116.90,Chicago,Hilton,8,Summer,68,114.51,1.00,137.17,8.06,78.95,0.17
1768,189,Excellent,3,1.23,68.80,4,1,1,6.62,117.21,Chicago,Marriott,3,Spring,63,80.64,3.31,117.22,6.59,86.55,0.07
1769,166,Good,3,2.44,79.76,4,1,0,4.52,102.14,Los Angeles,InterContinental,2,Winter,72,81.46,3.37,81.57,2.19,83.97,0.18
1770,122,Average,2,4.68,90.16,4,1,0,4.28,82.17,San Francisco,Marriott,10,Fall,61,74.09,2.68,79.40,5.50,78.07,0.10
1771,152,Average,3,1.84,31.14,3,0,0,2.26,69.05,Los Angeles,Sheraton,5,Spring,61,21.50,3.10,83.17,2.43,91.71,0.05
1772,90,Good,3,4.46,54.53,4,1,0,2.28,99.09,Los Angeles,Marriott,7,Summer,65,54.03,2.02,142.89,8.78,88.45,0.11
1773,107,Good,4,2.23,66.92,3,0,1,4.55,106.31,Chicago,Hilton,4,Spring,72,71.14,1.73,104.58,6.13,86.75,0.14
1774,180,Good,3,3.45,64.22,4,1,1,2.62,100.98,Chicago,Sheraton,3,Spring,62,64.85,4.02,115.99,6.37,86.15,0.11
1775,92,Good,3,1.71,40.90,2,0,0,3.35,85.88,Miami,InterContinental,11,Fall,56,35.12,5.10,108.14,2.50,73.47,0.05
1776,142,Average,4,2.38,86.43,4,1,0,5.60,116.15,Miami,Hyatt,11,Fall,63,100.39,2.69,102.26,9.61,97.47,0.14
1777,74,Good,2,1.28,39.29,3,1,1,2.31,85.50,Los Angeles,Marriott,10,Fall,51,33.60,3.34,75.70,3.24,99.58,0.03
1778,142,Average,3,4.87,56.51,2,1,0,6.90,85.09,San Francisco,InterContinental,7,Summer,58,48.09,1.06,102.37,8.47,87.15,0.04
1779,168,Good,1,3.14,48.18,1,1,1,5.87,93.99,Los Angeles,InterContinental,10,Fall,72,45.28,2.44,86.51,6.49,79.41,0.09
1780,190,Average,4,1.95,64.55,4,0,0,6.90,63.10,San Francisco,Marriott,2,Winter,54,40.73,2.59,40.79,1.41,94.46,0.18
1781,112,Average,2,1.58,66.27,2,1,1,4.17,100.83,Miami,Hilton,7,Summer,57,66.82,3.57,80.71,1.64,96.71,0.17
1782,121,Average,2,3.14,47.50,4,1,0,3.53,87.77,Chicago,InterContinental,10,Fall,73,41.69,3.80,115.89,2.49,73.37,0.07
1783,197,Average,4,4.22,13.06,1,0,0,8.15,57.82,Chicago,InterContinental,12,Winter,48,7.55,4.17,75.36,5.65,82.17,0.16
1784,158,Good,5,2.83,45.98,1,0,1,6.13,88.45,San Francisco,InterContinental,9,Fall,54,40.67,2.87,63.75,9.43,88.83,0.09
1785,141,Average,2,3.01,91.57,1,0,1,4.82,94.64,New York,Hyatt,4,Spring,54,86.66,4.86,93.60,5.64,70.97,0.17
1786,132,Poor,1,4.94,53.78,5,0,0,5.66,75.56,San Francisco,Marriott,1,Winter,52,40.63,3.03,73.03,8.60,98.08,0.05
1787,92,Excellent,4,4.18,54.20,4,1,0,4.26,90.04,Los Angeles,Marriott,10,Fall,71,48.81,3.18,96.73,8.49,82.84,0.13
1788,126,Excellent,4,1.89,100.00,1,0,0,2.57,115.25,San Francisco,Hilton,4,Spring,66,115.25,4.33,63.15,9.01,81.42,0.14
1789,89,Average,3,4.07,63.19,5,1,1,4.41,102.52,New York,Hyatt,1,Winter,68,64.78,2.32,82.34,4.28,84.88,0.06
1790,138,Good,2,4.81,35.03,2,1,1,3.79,101.65,New York,Marriott,1,Winter,59,35.61,4.11,109.22,1.99,88.54,0.03
1791,153,Poor,4,2.79,48.05,4,1,1,8.44,97.51,Chicago,Hyatt,11,Fall,61,46.86,3.54,85.01,3.11,85.76,0.20
1792,231,Good,4,4.20,72.03,1,1,0,7.00,89.17,Los Angeles,Marriott,1,Winter,71,64.23,1.98,57.98,1.74,87.28,0.12
1793,82,Average,4,1.60,83.13,5,0,0,6.28,76.01,San Francisco,Hilton,1,Winter,61,63.19,2.65,79.32,6.17,91.41,0.11
1794,171,Average,3,3.10,44.55,1,1,0,4.49,79.43,New York,Hilton,4,Spring,64,35.39,3.69,84.93,8.35,95.22,0.03
